CaseId,EventName,Timestamp
777,Review of Sales Order,2019-02-08T20:12:20
777,Release Sales Order,2019-02-10T20:23:12
777,Create Delivery,2019-02-11T18:49:17
777,Execute Picking,2019-02-12T07:07:29
777,Post Goods Issue,2019-02-13T15:02:46
777,Create Invoice,2019-02-14T05:00:52
777,Create Return Request,2019-02-25T10:29:00
777,Create Delivery,2019-02-26T05:46:58
777,Execute Picking,2019-02-26T17:44:36
777,Post Goods Issue,2019-02-27T17:01:54
777,Create Invoice,2019-02-28T06:01:29
777,Create Credit Memo Request,2019-03-07T20:34:02
777,Change Invoice,2019-03-09T21:44:46
777,Receive Payment,2019-03-19T16:27:54
778,Create Sales Inquiry,2019-01-29T23:10:54
778,Calculate Credit Score,2019-01-30T15:36:43
778,Calculate Risk Class,2019-01-31T06:04:12
778,Request Credit Limit,2019-01-31T18:22:15
778,Create Sales Quotation,2019-02-01T05:57:08
778,Create Sales Order,2019-02-02T02:39:14
778,Review of Sales Order,2019-02-04T17:28:04
778,Reject Sales Order,2019-02-11T15:46:59
779,Create Sales Inquiry,2019-01-30T00:58:16
779,Calculate Credit Score,2019-01-30T17:55:13
779,Calculate Risk Class,2019-01-31T12:08:52
779,Request Credit Limit,2019-02-01T04:19:54
779,Create Sales Quotation,2019-02-01T16:42:45
779,Create Sales Order,2019-02-02T07:11:50
779,Create Delivery,2019-02-03T03:31:46
779,Execute Picking,2019-02-03T14:28:38
779,Post Goods Issue,2019-02-04T13:41:13
779,Create Invoice,2019-02-05T05:14:18
779,Receive Payment,2019-02-09T09:45:56
780,Create Sales Inquiry,2019-01-30T02:45:46
780,Calculate Credit Score,2019-01-30T17:08:39
780,Calculate Risk Class,2019-01-31T12:33:06
780,Request Credit Limit,2019-02-01T04:18:22
780,Create Sales Quotation,2019-02-01T15:17:53
780,Create Sales Order,2019-02-02T08:31:59
780,Create Delivery,2019-02-03T00:11:48
780,Execute Picking,2019-02-03T11:40:48
780,Post Goods Issue,2019-02-04T15:37:48
780,Create Invoice,2019-02-05T07:13:31
780,Receive Payment,2019-02-09T19:43:50
781,Create Sales Inquiry,2019-01-30T04:33:25
781,Calculate Credit Score,2019-01-30T18:23:07
781,Calculate Risk Class,2019-01-31T15:12:07
781,Request Credit Limit,2019-02-01T04:22:55
781,Create Sales Quotation,2019-02-01T16:29:26
781,Create Sales Order,2019-02-02T07:44:59
781,Create Delivery,2019-02-03T05:42:48
781,Execute Picking,2019-02-03T19:57:19
781,Post Goods Issue,2019-02-05T01:14:50
781,Create Invoice,2019-02-05T15:54:34
781,Create Credit Memo Request,2019-02-12T07:30:28
781,Create Dispute Case,2019-02-24T13:09:09
782,Create Sales Inquiry,2019-01-30T06:21:11
782,Create Sales Quotation,2019-01-30T20:14:39
782,Create Sales Order,2019-01-31T15:03:47
782,Create Delivery,2019-02-01T16:10:09
782,Execute Picking,2019-02-02T06:37:33
782,Post Goods Issue,2019-02-03T18:11:28
782,Create Invoice,2019-02-04T11:25:53
782,Create Return Request,2019-02-13T05:15:15
782,Create Delivery,2019-02-14T07:22:20
782,Execute Picking,2019-02-14T22:09:37
782,Post Goods Issue,2019-02-16T06:24:59
782,Create Invoice,2019-02-17T01:01:48
782,Create Return Request,2019-02-27T11:28:01
782,Receive Return,2019-03-05T09:38:05
782,Cancel Invoice,2019-03-07T14:30:29
783,Create Sales Inquiry,2019-01-30T08:09:06
783,Calculate Credit Score,2019-01-31T00:11:08
783,Calculate Risk Class,2019-01-31T20:39:35
783,Request Credit Limit,2019-02-01T10:47:40
783,Create Sales Quotation,2019-02-01T22:44:59
783,Create Sales Order,2019-02-02T16:17:36
783,Create Delivery,2019-02-03T09:14:38
783,Execute Picking,2019-02-03T17:41:25
783,Post Goods Issue,2019-02-04T18:38:43
783,Create Invoice,2019-02-05T06:31:13
783,Receive Payment,2019-02-08T18:23:19
784,Create Sales Inquiry,2019-01-30T09:57:10
784,Calculate Credit Score,2019-01-31T01:03:27
784,Calculate Risk Class,2019-01-31T21:09:38
784,Request Credit Limit,2019-02-01T11:11:19
784,Create Sales Quotation,2019-02-01T20:57:23
784,Create Sales Order,2019-02-02T14:36:03
784,Create Delivery,2019-02-03T08:44:03
784,Execute Picking,2019-02-03T19:01:13
784,Post Goods Issue,2019-02-05T02:01:20
784,Create Invoice,2019-02-05T14:40:12
784,Receive Payment,2019-02-09T17:53:45
785,Create Sales Inquiry,2019-01-30T11:45:21
785,Calculate Credit Score,2019-01-31T04:14:01
785,Calculate Risk Class,2019-01-31T20:20:40
785,Request Credit Limit,2019-02-01T11:36:00
785,Create Sales Quotation,2019-02-01T22:13:57
785,Create Sales Order,2019-02-02T14:41:20
785,Review of Sales Order,2019-02-04T13:57:03
785,Reject Sales Order,2019-02-10T10:14:51
785,Adjust Risk Class,2019-02-15T22:28:30
786,Create Sales Inquiry,2019-01-30T13:33:41
786,Calculate Credit Score,2019-01-31T04:22:03
786,Calculate Risk Class,2019-01-31T23:07:05
786,Request Credit Limit,2019-02-01T13:08:26
786,Create Sales Quotation,2019-02-02T03:03:14
786,Create Sales Order,2019-02-02T20:55:51
786,Create Delivery,2019-02-03T14:55:30
786,Execute Picking,2019-02-04T02:15:58
786,Post Goods Issue,2019-02-05T03:33:48
786,Create Invoice,2019-02-05T16:33:20
786,Create Return Request,2019-02-16T15:21:55
786,Receive Return,2019-02-24T11:03:35
786,Cancel Invoice,2019-02-27T03:58:38
787,Create Sales Inquiry,2019-01-30T15:22:09
787,Calculate Credit Score,2019-01-31T06:02:35
787,Calculate Risk Class,2019-01-31T21:24:51
787,Request Credit Limit,2019-02-01T11:06:28
787,Create Sales Quotation,2019-02-02T00:20:23
787,Create Sales Order,2019-02-02T17:17:52
787,Create Delivery,2019-02-03T12:49:29
787,Execute Picking,2019-02-03T20:55:05
787,Post Goods Issue,2019-02-05T00:05:02
787,Create Invoice,2019-02-05T10:42:33
787,Receive Payment,2019-02-09T21:53:03
788,Create Sales Inquiry,2019-01-30T17:10:45
788,Calculate Credit Score,2019-01-31T09:32:26
788,Calculate Risk Class,2019-02-01T02:49:12
788,Request Credit Limit,2019-02-01T15:59:50
788,Create Sales Quotation,2019-02-02T06:00:39
788,Create Sales Order,2019-02-02T22:02:33
788,Create Delivery,2019-02-03T19:37:02
788,Execute Picking,2019-02-04T04:23:01
788,Post Goods Issue,2019-02-05T09:22:57
788,Create Invoice,2019-02-05T22:42:51
788,Receive Payment,2019-02-10T10:22:49
789,Create Sales Inquiry,2019-01-30T18:59:30
789,Create Sales Quotation,2019-01-31T13:40:59
789,Create Sales Order,2019-02-01T12:48:28
789,Review of Sales Order,2019-02-04T07:05:18
789,Reject Sales Order,2019-02-10T03:42:52
789,Adjust Risk Class,2019-02-17T20:24:00
790,Create Sales Inquiry,2019-01-30T20:48:23
790,Calculate Credit Score,2019-01-31T17:00:30
790,Calculate Risk Class,2019-02-01T07:48:41
790,Request Credit Limit,2019-02-01T19:10:42
790,Create Sales Quotation,2019-02-02T09:13:20
790,Create Sales Order,2019-02-03T01:07:20
790,Create Delivery,2019-02-03T16:19:47
790,Execute Picking,2019-02-04T02:33:11
790,Post Goods Issue,2019-02-05T06:23:05
790,Create Invoice,2019-02-05T20:56:45
790,Receive Payment,2019-02-09T16:59:41
791,Create Sales Inquiry,2019-01-30T22:37:24
791,Calculate Credit Score,2019-01-31T14:03:58
791,Calculate Risk Class,2019-02-01T07:39:36
791,Request Credit Limit,2019-02-01T23:41:06
791,Create Sales Quotation,2019-02-02T14:02:30
791,Create Sales Order,2019-02-03T03:51:15
791,Create Delivery,2019-02-03T22:26:04
791,Execute Picking,2019-02-04T09:10:06
791,Post Goods Issue,2019-02-05T11:59:29
791,Create Invoice,2019-02-06T00:47:21
791,Receive Payment,2019-02-10T09:59:22
792,Create Sales Inquiry,2019-01-31T00:26:34
792,Calculate Credit Score,2019-01-31T18:36:25
792,Calculate Risk Class,2019-02-01T14:23:49
792,Request Credit Limit,2019-02-02T02:56:18
792,Create Sales Quotation,2019-02-02T14:45:47
792,Create Sales Order,2019-02-03T06:55:28
792,Change Sales Order,2019-02-05T08:07:40
792,Create Delivery,2019-02-06T02:00:53
792,Execute Picking,2019-02-06T10:45:51
792,Post Goods Issue,2019-02-07T12:23:46
792,Create Invoice,2019-02-08T03:07:44
792,Create Credit Memo Request,2019-02-15T12:44:44
792,Change Invoice,2019-02-18T02:03:56
792,Receive Payment,2019-03-01T06:07:25
793,Create Sales Inquiry,2019-01-31T02:15:51
793,Calculate Credit Score,2019-01-31T19:47:25
793,Calculate Risk Class,2019-02-01T16:51:23
793,Request Credit Limit,2019-02-02T06:18:41
793,Create Sales Quotation,2019-02-02T17:33:09
793,Create Sales Order,2019-02-03T13:33:32
793,Create Delivery,2019-02-04T07:29:26
793,Execute Picking,2019-02-04T18:20:20
793,Post Goods Issue,2019-02-05T20:25:43
793,Create Invoice,2019-02-06T10:20:20
793,Receive Payment,2019-02-09T14:04:50
794,Create Sales Inquiry,2019-01-31T04:05:17
794,Calculate Credit Score,2019-02-01T00:19:38
794,Calculate Risk Class,2019-02-01T15:48:56
794,Request Credit Limit,2019-02-02T08:06:49
794,Create Sales Quotation,2019-02-02T20:42:25
794,Create Sales Order,2019-02-03T15:16:51
794,Create Delivery,2019-02-04T12:45:28
794,Execute Picking,2019-02-04T21:57:06
794,Post Goods Issue,2019-02-05T19:41:25
794,Create Invoice,2019-02-06T06:11:10
794,Receive Payment,2019-02-09T15:40:52
795,Create Sales Inquiry,2019-01-31T05:54:52
795,Calculate Credit Score,2019-02-01T01:22:54
795,Calculate Risk Class,2019-02-01T22:24:42
795,Request Credit Limit,2019-02-02T12:09:24
795,Create Sales Quotation,2019-02-03T00:33:09
795,Create Sales Order,2019-02-03T19:52:03
795,Create Delivery,2019-02-04T10:56:52
795,Execute Picking,2019-02-04T19:37:19
795,Post Goods Issue,2019-02-05T18:57:48
795,Create Invoice,2019-02-06T08:25:13
795,Receive Payment,2019-02-10T12:55:42
796,Create Sales Inquiry,2019-01-31T07:44:34
796,Calculate Credit Score,2019-01-31T23:27:05
796,Calculate Risk Class,2019-02-01T19:51:46
796,Request Credit Limit,2019-02-02T09:34:31
796,Create Sales Quotation,2019-02-02T20:23:45
796,Create Sales Order,2019-02-03T14:24:30
796,Review of Sales Order,2019-02-05T20:07:46
796,Release Sales Order,2019-02-08T02:34:37
796,Create Delivery,2019-02-08T23:49:13
796,Execute Picking,2019-02-09T09:18:43
796,Post Goods Issue,2019-02-10T14:48:33
796,Create Invoice,2019-02-11T06:27:31
796,Create Return Request,2019-02-20T09:53:30
796,Receive Return,2019-02-26T05:45:59
796,Cancel Invoice,2019-02-28T18:35:05
797,Create Sales Inquiry,2019-01-31T09:34:25
797,Calculate Credit Score,2019-02-01T01:49:23
797,Calculate Risk Class,2019-02-01T18:38:00
797,Request Credit Limit,2019-02-02T08:38:29
797,Create Sales Quotation,2019-02-02T21:28:38
797,Create Sales Order,2019-02-03T13:12:52
797,Review of Sales Order,2019-02-05T17:17:59
797,Release Sales Order,2019-02-08T04:51:28
797,Create Delivery,2019-02-09T02:58:16
797,Execute Picking,2019-02-09T16:03:05
797,Post Goods Issue,2019-02-10T23:41:57
797,Create Invoice,2019-02-11T13:42:42
797,Create Credit Memo Request,2019-02-18T13:21:13
797,Change Invoice,2019-02-21T03:59:40
797,Receive Payment,2019-03-05T07:42:59
798,Create Sales Inquiry,2019-01-31T11:24:24
798,Calculate Credit Score,2019-02-01T01:44:07
798,Calculate Risk Class,2019-02-01T18:47:39
798,Request Credit Limit,2019-02-02T09:11:32
798,Create Sales Quotation,2019-02-02T23:22:04
798,Create Sales Order,2019-02-03T18:11:50
798,Create Delivery,2019-02-04T10:47:51
798,Execute Picking,2019-02-04T21:18:06
798,Post Goods Issue,2019-02-05T20:35:23
798,Create Invoice,2019-02-06T07:33:31
798,Create Credit Memo Request,2019-02-12T01:58:31
798,Change Invoice,2019-02-14T18:28:27
798,Receive Payment,2019-02-26T08:03:39
799,Create Sales Inquiry,2019-01-31T13:14:32
799,Create Sales Quotation,2019-02-01T04:32:58
799,Create Sales Order,2019-02-01T23:28:21
799,Create Delivery,2019-02-03T01:43:08
799,Execute Picking,2019-02-03T14:05:06
799,Post Goods Issue,2019-02-04T15:52:08
799,Create Invoice,2019-02-05T06:33:28
799,Create Return Request,2019-02-14T11:10:22
799,Receive Return,2019-02-20T22:17:39
799,Cancel Invoice,2019-02-22T20:33:35
800,Create Sales Inquiry,2019-01-31T15:04:48
800,Create Sales Quotation,2019-02-01T08:10:39
800,Create Sales Order,2019-02-02T01:08:16
800,Create Delivery,2019-02-03T03:09:35
800,Execute Picking,2019-02-03T16:05:49
800,Post Goods Issue,2019-02-05T00:38:15
800,Create Invoice,2019-02-05T14:44:36
800,Receive Payment,2019-02-08T20:08:41
801,Create Sales Inquiry,2019-01-31T16:55:12
801,Calculate Credit Score,2019-02-01T08:35:18
801,Calculate Risk Class,2019-02-02T00:32:08
801,Request Credit Limit,2019-02-02T12:29:10
801,Create Sales Quotation,2019-02-03T01:02:29
801,Create Sales Order,2019-02-03T18:21:33
801,Create Delivery,2019-02-04T14:32:19
801,Execute Picking,2019-02-05T00:08:39
801,Post Goods Issue,2019-02-05T22:25:38
801,Create Invoice,2019-02-06T11:27:28
801,Receive Payment,2019-02-09T20:36:15
802,Create Sales Inquiry,2019-01-31T18:45:44
802,Create Sales Quotation,2019-02-01T13:41:19
802,Create Sales Order,2019-02-02T13:44:34
802,Review of Sales Order,2019-02-05T06:09:05
802,Release Sales Order,2019-02-07T22:05:08
802,Create Delivery,2019-02-08T17:20:08
802,Execute Picking,2019-02-09T05:10:04
802,Post Goods Issue,2019-02-10T09:29:05
802,Create Invoice,2019-02-11T03:43:51
802,Create Return Request,2019-02-23T18:38:56
802,Receive Return,2019-03-02T10:13:26
802,Cancel Invoice,2019-03-05T00:46:19
803,Create Sales Inquiry,2019-01-31T20:36:24
803,Create Sales Quotation,2019-02-01T15:41:36
803,Create Sales Order,2019-02-02T16:01:11
803,Create Delivery,2019-02-03T12:57:49
803,Execute Picking,2019-02-04T00:44:01
803,Post Goods Issue,2019-02-05T11:32:19
803,Create Invoice,2019-02-06T06:20:36
803,Create Dunning,2019-02-24T05:07:11
803,Create Dunning,2019-03-12T07:03:40
803,Create Dispute Case,2019-03-29T04:52:25
804,Create Sales Inquiry,2019-01-31T22:27:13
804,Calculate Credit Score,2019-02-01T15:05:57
804,Calculate Risk Class,2019-02-02T10:33:03
804,Request Credit Limit,2019-02-03T00:13:24
804,Create Sales Quotation,2019-02-03T14:35:53
804,Create Sales Order,2019-02-04T07:09:00
804,Create Delivery,2019-02-05T00:39:59
804,Execute Picking,2019-02-05T10:53:21
804,Post Goods Issue,2019-02-06T16:23:19
804,Create Invoice,2019-02-07T04:08:20
804,Create Return Request,2019-02-19T05:43:04
804,Receive Return,2019-02-24T14:29:49
804,Cancel Invoice,2019-02-27T02:31:40
805,Create Sales Inquiry,2019-02-01T00:18:10
805,Calculate Credit Score,2019-02-01T15:17:58
805,Calculate Risk Class,2019-02-02T08:50:50
805,Request Credit Limit,2019-02-02T22:14:12
805,Create Sales Quotation,2019-02-03T10:37:06
805,Create Sales Order,2019-02-04T01:43:22
805,Create Delivery,2019-02-04T18:23:03
805,Execute Picking,2019-02-05T02:57:25
805,Post Goods Issue,2019-02-06T09:09:37
805,Create Invoice,2019-02-06T21:10:05
805,Receive Payment,2019-02-11T10:07:36
806,Create Sales Inquiry,2019-02-01T02:09:16
806,Calculate Credit Score,2019-02-01T22:29:29
806,Calculate Risk Class,2019-02-02T17:44:21
806,Request Credit Limit,2019-02-03T07:18:59
806,Create Sales Quotation,2019-02-03T17:24:28
806,Create Sales Order,2019-02-04T11:22:17
806,Change Sales Order,2019-02-06T14:18:07
806,Create Delivery,2019-02-07T06:40:32
806,Execute Picking,2019-02-07T16:34:25
806,Post Goods Issue,2019-02-08T22:18:48
806,Create Invoice,2019-02-09T09:41:38
806,Receive Payment,2019-02-12T17:17:06
807,Create Sales Inquiry,2019-02-01T04:00:29
807,Calculate Credit Score,2019-02-01T21:06:21
807,Calculate Risk Class,2019-02-02T12:29:40
807,Request Credit Limit,2019-02-03T00:22:38
807,Create Sales Quotation,2019-02-03T14:32:23
807,Create Sales Order,2019-02-04T05:59:32
807,Create Delivery,2019-02-04T20:38:17
807,Execute Picking,2019-02-05T07:48:58
807,Post Goods Issue,2019-02-06T06:43:37
807,Create Invoice,2019-02-06T21:58:17
807,Receive Payment,2019-02-10T09:14:27
808,Create Sales Inquiry,2019-02-01T05:51:51
808,Calculate Credit Score,2019-02-02T00:44:27
808,Calculate Risk Class,2019-02-02T18:29:48
808,Request Credit Limit,2019-02-03T10:32:58
808,Create Sales Quotation,2019-02-03T22:05:03
808,Create Sales Order,2019-02-04T19:25:04
808,Create Delivery,2019-02-05T13:46:04
808,Execute Picking,2019-02-06T02:01:41
808,Post Goods Issue,2019-02-07T02:33:54
808,Create Invoice,2019-02-07T14:31:26
808,Receive Payment,2019-02-11T09:17:57
809,Create Sales Inquiry,2019-02-01T07:43:22
809,Calculate Credit Score,2019-02-02T02:06:50
809,Calculate Risk Class,2019-02-02T23:28:39
809,Request Credit Limit,2019-02-03T12:13:46
809,Create Sales Quotation,2019-02-04T04:50:40
809,Create Sales Order,2019-02-05T03:09:11
809,Create Delivery,2019-02-05T23:42:01
809,Execute Picking,2019-02-06T10:26:51
809,Post Goods Issue,2019-02-07T13:53:32
809,Create Invoice,2019-02-08T04:24:13
809,Create Dunning,2019-02-27T07:36:21
809,Receive Payment,2019-03-16T06:41:36
810,Create Sales Inquiry,2019-02-01T09:35:00
810,Calculate Credit Score,2019-02-02T02:29:58
810,Calculate Risk Class,2019-02-02T19:18:10
810,Request Credit Limit,2019-02-03T08:01:59
810,Create Sales Quotation,2019-02-03T22:03:29
810,Create Sales Order,2019-02-04T16:49:40
810,Change Sales Order,2019-02-07T09:46:38
810,Create Delivery,2019-02-08T04:58:07
810,Execute Picking,2019-02-08T19:13:58
810,Post Goods Issue,2019-02-09T23:28:13
810,Create Invoice,2019-02-10T13:25:56
810,Create Return Request,2019-02-20T06:26:15
810,Receive Return,2019-02-25T18:47:40
810,Cancel Invoice,2019-02-27T19:11:45
811,Create Sales Inquiry,2019-02-01T11:26:47
811,Calculate Credit Score,2019-02-02T04:56:57
811,Calculate Risk Class,2019-02-03T00:05:24
811,Request Credit Limit,2019-02-03T13:31:49
811,Create Sales Quotation,2019-02-04T01:36:50
811,Create Sales Order,2019-02-04T21:20:55
811,Create Delivery,2019-02-05T13:26:04
811,Execute Picking,2019-02-06T00:12:07
811,Post Goods Issue,2019-02-07T04:50:17
811,Create Invoice,2019-02-07T17:30:14
811,Create Credit Memo Request,2019-02-13T06:30:51
811,Change Invoice,2019-02-16T01:13:05
811,Receive Payment,2019-02-27T19:59:48
812,Create Sales Inquiry,2019-02-01T13:18:42
812,Calculate Credit Score,2019-02-02T06:20:20
812,Calculate Risk Class,2019-02-03T03:27:46
812,Request Credit Limit,2019-02-03T19:08:08
812,Create Sales Quotation,2019-02-04T08:49:49
812,Create Sales Order,2019-02-05T01:37:06
812,Create Delivery,2019-02-05T17:31:56
812,Execute Picking,2019-02-06T04:01:16
812,Post Goods Issue,2019-02-07T03:52:10
812,Create Invoice,2019-02-07T18:39:39
812,Receive Payment,2019-02-11T16:40:58
813,Create Sales Inquiry,2019-02-01T15:10:45
813,Calculate Credit Score,2019-02-02T08:55:06
813,Calculate Risk Class,2019-02-03T02:27:38
813,Request Credit Limit,2019-02-03T16:21:01
813,Create Sales Quotation,2019-02-04T03:48:49
813,Create Sales Order,2019-02-04T23:05:59
813,Create Delivery,2019-02-05T18:10:44
813,Execute Picking,2019-02-06T03:31:55
813,Post Goods Issue,2019-02-07T06:23:11
813,Create Invoice,2019-02-07T16:57:35
813,Receive Payment,2019-02-11T23:55:17
814,Create Sales Inquiry,2019-02-01T17:02:57
814,Calculate Credit Score,2019-02-02T12:00:08
814,Calculate Risk Class,2019-02-03T06:04:52
814,Request Credit Limit,2019-02-03T22:51:43
814,Create Sales Quotation,2019-02-04T11:38:52
814,Change Sales Quotation,2019-02-06T10:37:11
814,Create Sales Order,2019-02-07T06:50:44
814,Create Delivery,2019-02-07T21:42:51
814,Execute Picking,2019-02-08T09:37:43
814,Post Goods Issue,2019-02-09T07:32:47
814,Create Invoice,2019-02-09T19:06:47
814,Receive Payment,2019-02-14T03:51:43
815,Create Sales Inquiry,2019-02-01T18:55:17
815,Calculate Credit Score,2019-02-02T14:44:40
815,Calculate Risk Class,2019-02-03T11:46:01
815,Request Credit Limit,2019-02-04T00:46:27
815,Create Sales Quotation,2019-02-04T14:53:56
815,Change Sales Quotation,2019-02-07T10:58:44
815,Create Sales Order,2019-02-08T03:36:15
815,Create Delivery,2019-02-08T21:39:45
815,Execute Picking,2019-02-09T09:35:27
815,Post Goods Issue,2019-02-10T07:22:19
815,Create Invoice,2019-02-10T21:58:15
815,Receive Payment,2019-02-14T22:56:49
816,Create Sales Inquiry,2019-02-01T20:47:45
816,Calculate Credit Score,2019-02-02T14:02:42
816,Calculate Risk Class,2019-02-03T05:41:29
816,Request Credit Limit,2019-02-03T19:29:45
816,Create Sales Quotation,2019-02-04T11:53:42
816,Create Sales Order,2019-02-05T07:13:09
816,Review of Sales Order,2019-02-07T07:56:27
816,Release Sales Order,2019-02-10T03:14:03
816,Create Delivery,2019-02-11T00:52:14
816,Execute Picking,2019-02-11T11:56:34
816,Post Goods Issue,2019-02-12T12:56:19
816,Create Invoice,2019-02-13T01:46:41
816,Create Dunning,2019-02-28T13:09:21
816,Create Dunning,2019-03-19T07:52:23
816,Create Dispute Case,2019-04-06T09:46:40
817,Create Sales Inquiry,2019-02-01T22:40:22
817,Calculate Credit Score,2019-02-02T18:55:12
817,Calculate Risk Class,2019-02-03T16:16:34
817,Request Credit Limit,2019-02-04T04:58:32
817,Create Sales Quotation,2019-02-04T18:31:46
817,Create Sales Order,2019-02-05T14:43:11
817,Create Delivery,2019-02-06T11:01:01
817,Execute Picking,2019-02-06T20:04:04
817,Post Goods Issue,2019-02-08T03:25:53
817,Create Invoice,2019-02-08T19:56:24
817,Create Return Request,2019-02-20T22:24:53
817,Receive Return,2019-02-27T16:21:26
817,Cancel Invoice,2019-03-02T04:31:23
818,Create Sales Inquiry,2019-02-02T00:33:06
818,Calculate Credit Score,2019-02-02T15:19:32
818,Calculate Risk Class,2019-02-03T09:08:18
818,Request Credit Limit,2019-02-03T21:00:40
818,Create Sales Quotation,2019-02-04T13:26:57
818,Create Sales Order,2019-02-05T11:28:23
818,Create Delivery,2019-02-06T08:21:17
818,Execute Picking,2019-02-06T18:18:13
818,Post Goods Issue,2019-02-07T19:43:58
818,Create Invoice,2019-02-08T10:32:03
818,Receive Payment,2019-02-12T07:42:56
819,Create Sales Inquiry,2019-02-02T02:25:59
819,Calculate Credit Score,2019-02-02T20:31:41
819,Calculate Risk Class,2019-02-03T13:10:08
819,Request Credit Limit,2019-02-04T04:46:33
819,Create Sales Quotation,2019-02-04T15:39:22
819,Create Sales Order,2019-02-05T05:41:16
819,Create Delivery,2019-02-05T21:06:01
819,Execute Picking,2019-02-06T05:40:47
819,Post Goods Issue,2019-02-07T05:47:52
819,Create Invoice,2019-02-07T19:38:53
819,Receive Payment,2019-02-12T04:07:32
820,Create Sales Inquiry,2019-02-02T04:19:01
820,Calculate Credit Score,2019-02-02T23:35:37
820,Calculate Risk Class,2019-02-03T20:44:03
820,Request Credit Limit,2019-02-04T11:33:44
820,Create Sales Quotation,2019-02-05T00:07:44
820,Create Sales Order,2019-02-05T19:09:24
820,Review of Sales Order,2019-02-07T22:17:04
820,Reject Sales Order,2019-02-13T17:12:31
820,Adjust Risk Class,2019-02-20T05:49:28
821,Create Sales Inquiry,2019-02-02T06:12:10
821,Create Sales Quotation,2019-02-02T22:07:39
821,Create Sales Order,2019-02-03T21:05:08
821,Create Delivery,2019-02-04T17:08:44
821,Execute Picking,2019-02-05T06:21:37
821,Post Goods Issue,2019-02-06T14:17:04
821,Create Invoice,2019-02-07T05:06:27
821,Create Return Request,2019-02-17T07:07:50
821,Create Delivery,2019-02-18T04:01:53
821,Execute Picking,2019-02-18T20:41:54
821,Post Goods Issue,2019-02-20T03:23:08
821,Create Invoice,2019-02-20T23:17:32
821,Create Dunning,2019-03-11T07:40:16
821,Create Dunning,2019-03-31T11:42:36
821,Create Dispute Case,2019-04-16T16:57:25
822,Create Sales Inquiry,2019-02-02T08:05:28
822,Calculate Credit Score,2019-02-02T22:32:11
822,Calculate Risk Class,2019-02-03T15:15:58
822,Request Credit Limit,2019-02-04T05:28:50
822,Create Sales Quotation,2019-02-04T18:18:37
822,Create Sales Order,2019-02-05T12:24:14
822,Create Delivery,2019-02-06T07:20:16
822,Execute Picking,2019-02-06T16:51:32
822,Post Goods Issue,2019-02-07T17:46:11
822,Create Invoice,2019-02-08T05:22:34
822,Create Return Request,2019-02-18T23:33:56
822,Create Delivery,2019-02-19T20:08:14
822,Execute Picking,2019-02-20T07:57:01
822,Post Goods Issue,2019-02-21T06:57:51
822,Create Invoice,2019-02-21T18:53:43
822,Create Dunning,2019-03-14T22:03:54
822,Create Dispute Case,2019-03-31T00:03:42
823,Create Sales Inquiry,2019-02-02T09:58:54
823,Calculate Credit Score,2019-02-03T06:01:15
823,Calculate Risk Class,2019-02-03T21:39:49
823,Request Credit Limit,2019-02-04T10:18:33
823,Create Sales Quotation,2019-02-05T00:21:26
823,Create Sales Order,2019-02-05T18:37:14
823,Create Delivery,2019-02-06T11:30:41
823,Execute Picking,2019-02-07T00:57:23
823,Post Goods Issue,2019-02-08T10:16:02
823,Create Invoice,2019-02-09T03:25:42
823,Create Credit Memo Request,2019-02-15T18:14:35
823,Create Dispute Case,2019-03-04T03:59:06
824,Create Sales Inquiry,2019-02-02T11:52:29
824,Calculate Credit Score,2019-02-03T05:52:50
824,Calculate Risk Class,2019-02-04T00:28:35
824,Request Credit Limit,2019-02-04T13:38:10
824,Create Sales Quotation,2019-02-05T05:43:29
824,Create Sales Order,2019-02-06T01:07:11
824,Change Sales Order,2019-02-08T01:52:42
824,Review of Sales Order,2019-02-10T15:42:02
824,Release Sales Order,2019-02-13T02:29:17
824,Create Delivery,2019-02-14T01:11:00
824,Execute Picking,2019-02-14T12:06:23
824,Post Goods Issue,2019-02-15T11:47:49
824,Create Invoice,2019-02-16T05:35:12
824,Create Return Request,2019-02-27T18:33:05
824,Create Delivery,2019-02-28T13:27:22
824,Execute Picking,2019-03-01T00:20:29
824,Post Goods Issue,2019-03-02T04:04:38
824,Create Invoice,2019-03-02T18:42:22
824,Create Credit Memo Request,2019-03-08T10:39:29
824,Change Invoice,2019-03-10T15:46:13
824,Receive Payment,2019-03-19T12:14:32
825,Create Sales Inquiry,2019-02-02T13:46:12
825,Create Sales Quotation,2019-02-03T04:06:52
825,Create Sales Order,2019-02-04T00:31:51
825,Create Delivery,2019-02-05T01:44:08
825,Execute Picking,2019-02-05T14:18:31
825,Post Goods Issue,2019-02-07T02:17:44
825,Create Invoice,2019-02-07T21:59:50
825,Receive Payment,2019-02-12T11:44:14
826,Create Sales Inquiry,2019-02-02T15:40:03
826,Calculate Credit Score,2019-02-03T07:23:58
826,Calculate Risk Class,2019-02-04T03:02:58
826,Request Credit Limit,2019-02-04T19:31:24
826,Create Sales Quotation,2019-02-05T07:36:25
826,Create Sales Order,2019-02-05T23:56:23
826,Create Delivery,2019-02-06T14:52:40
826,Execute Picking,2019-02-07T02:38:02
826,Post Goods Issue,2019-02-07T23:41:15
826,Create Invoice,2019-02-08T12:24:20
826,Create Credit Memo Request,2019-02-16T00:54:05
826,Change Invoice,2019-02-17T23:28:05
