CaseId,Gross Sales,Net Sales,Rejected,Receivable,Overdue receivable,Credit Score,Risk Class,Invoice Due Date,Dispute Case,Days Sales Outstanding,Collection Effectiveness Index,Accounts Receivable Turnover Rate,Average Days Delinquent,Delivered on Time,Automation Rate,Cost per 1k Revenue,FTEs per 1Bil Revenue,Credit Reviews per Credit FTE,Data Set
404,24686,24686,0,24686,0,80,Low,2019-01-28T21:29:38,No,58,82.34,0.8234,11,No,14,2.52,34.58,82.34,Current State
405,90380,90380,0,90380,90380,0,Not evaluated,2019-01-27T22:39:54,Yes,58,63.28,0.87,11,Yes,14,2.30,36.56,63.28,Current State
406,63661,0,0,0,0,95,Low,2019-01-31T09:43:29,No,58,58.73,0.5872999999999999,11,No,14,2.44,36.91,58.73,Current State
407,98326,98326,0,98326,98326,78,Low,2019-01-28T15:12:00,No,58,59.77,1.03,11,No,14,2.32,37.12,59.77,Current State
408,89623,0,89623,0,0,100,Low,,No,58,69.27,1.25,11,Yes,14,2.67,37.66,69.27,Current State
409,117485,117485,0,117485,117485,28,High,2019-01-29T10:45:29,No,58,58,0.53,11,Yes,14,2.50,34.67,52.30,Current State
410,102471,102471,0,102471,0,82,Low,2019-01-29T06:46:31,No,58,70.33,1.07,11,Yes,14,2.61,35.48,70.33,Current State
411,32559,32559,0,32559,32559,40,Medium,2019-01-29T02:52:40,No,58,59,0.5703,11,Yes,14,2.42,35.72,57.03,Current State
412,24606,24606,0,24606,0,92,Low,2019-01-31T05:49:44,No,58,71.71,0.7171,11,No,14,2.55,37.24,71.71,Current State
413,38240,38240,0,38240,0,14,High,2019-01-29T16:02:37,No,58,63.17,0.6317,11,No,14,1.90,36.47,63.17,Current State
414,100327,100327,0,100327,100327,0,Not evaluated,2019-02-03T17:31:15,No,58,55.21,0.5521,11,Yes,14,2.82,37.35,55.21,Current State
415,76902,76902,0,76902,0,0,Not evaluated,2019-01-27T21:24:31,No,58,64,0.6823999999999999,11,Yes,14,2.61,37.48,68.24,Current State
416,89516,0,0,0,0,20,High,2019-01-29T22:39:43,No,58,74.29,0.45,11,Yes,14,2.33,36.81,74.29,Current State
417,39090,0,0,0,0,49,Medium,2019-01-29T20:34:33,No,58,60,0.5914,11,Yes,14,2.03,37.63,59.14,Current State
418,47458,47458,0,47458,47458,0,Not evaluated,2019-01-30T23:22:14,No,58,58,0.7879999999999999,11,No,14,2.33,37.23,78.80,Current State
419,72098,72098,0,72098,72098,0,Not evaluated,2019-02-02T02:46:17,No,58,63,0.7403,11,Yes,14,2.78,37.43,74.03,Current State
420,20972,20972,0,20972,20972,0,Not evaluated,2019-02-02T22:26:15,No,58,60.52,0.6052000000000001,11,Yes,14,2.44,36.96,60.52,Current State
421,52825,52825,0,52825,0,87,Low,2019-01-29T13:02:52,No,58,64,0.6809000000000001,11,Yes,14,2.29,38.28,68.09,Current State
422,39945,39945,0,39945,0,88,Low,2019-01-29T20:49:08,No,58,53.11,1.13,11,Yes,14,2.58,34.87,53.11,Current State
423,45811,45811,0,45811,0,100,Low,2019-01-29T08:15:11,No,58,54.24,1.25,11,No,14,2.65,36.95,54.24,Current State
424,45348,45348,0,45348,45348,97,Low,2019-01-29T20:20:34,No,58,56.41,0.5640999999999999,11,No,14,2.39,36.29,56.41,Current State
425,61181,0,0,0,0,0,Not evaluated,2019-01-28T10:45:53,No,58,58.63,0.5863,11,Yes,14,2.48,36.90,58.63,Current State
426,58497,0,0,0,0,81,Low,2019-01-31T21:30:29,No,58,63,0.6279,11,No,14,2.05,35.94,62.79,Current State
427,62295,62295,0,62295,62295,48,Medium,2019-02-04T17:59:52,No,58,60,0.6483,11,No,14,2.68,35.84,64.83,Current State
428,64727,0,64727,0,0,10,High,,No,58,64.54,0.35,11,Yes,14,2.83,37.21,64.54,Current State
429,93361,93361,0,93361,0,75,Low,2019-02-12T14:03:43,No,58,56.70,1.00,11,Yes,14,2.66,36.78,56.70,Current State
430,102580,102580,0,102580,0,96,Low,2019-01-30T00:24:40,No,58,56.25,0.5625,11,Yes,14,2.54,37.39,56.25,Current State
431,79744,79744,0,79744,79744,0,Not evaluated,2019-01-28T14:24:02,No,58,79.64,0.77,11,Yes,14,2.48,36.03,79.64,Current State
432,52104,52104,0,52104,0,72,Medium,2019-02-05T15:01:02,No,58,59.03,0.5903,11,Yes,14,2.60,36.56,59.03,Current State
433,11201,11201,0,11201,11201,36,Medium,2019-02-04T05:55:22,No,58,59,0.5786,11,Yes,14,2.22,35.21,57.86,Current State
434,93868,0,93868,0,0,73,Medium,,No,58,62,0.98,11,No,14,2.13,37.57,57.22,Current State
435,55556,0,0,0,0,0,Not evaluated,2019-02-14T01:56:42,No,58,62,0.5948,11,No,14,2.41,37.14,59.48,Current State
436,63968,63968,0,63968,0,70,Medium,2019-02-13T09:04:43,No,58,62,0.8276,11,Yes,14,2.29,35.43,82.76,Current State
437,34082,0,0,0,0,10,High,2019-02-04T02:18:43,No,58,56,0.35,11,Yes,14,2.53,36.14,54.64,Current State
438,31591,31591,0,31591,0,36,Medium,2019-01-30T06:55:30,No,58,59,0.687,11,Yes,14,2.75,37.68,68.70,Current State
439,16964,16964,0,16964,0,93,Low,2019-01-30T05:32:53,No,58,64,0.5735,11,Yes,14,2.82,36.33,57.35,Current State
440,85095,0,0,0,0,0,Not evaluated,2019-01-28T23:59:42,No,58,57.70,0.75,11,Yes,14,2.28,34.70,57.70,Current State
441,84796,84796,0,84796,0,78,Low,2019-02-11T12:38:20,No,58,63,1.03,11,Yes,14,2.79,37.24,55.89,Current State
442,107856,0,107856,0,0,0,Not evaluated,,No,58,57,0.537,11,Yes,14,2.67,36.69,53.70,Current State
443,47361,0,47361,0,0,0,Not evaluated,,No,58,60,0.6103000000000001,11,Yes,14,2.49,36.59,61.03,Current State
444,104690,104690,0,104690,104690,63,Medium,2019-01-30T18:07:36,No,58,61,0.7552,11,No,14,2.60,36.05,75.52,Current State
445,57784,57784,0,57784,0,85,Low,2019-01-30T17:13:27,No,58,60.22,1.10,11,Yes,14,2.52,37.03,60.22,Current State
446,25673,25673,0,25673,25673,21,High,2019-01-30T20:38:12,Yes,58,83.28,0.46,11,No,14,2.64,37.29,83.28,Current State
447,95959,0,95959,0,0,56,Medium,,No,58,65.67,0.81,11,Yes,14,2.60,37.29,65.67,Current State
448,65771,0,0,0,0,99,Low,2019-02-01T09:25:21,No,58,54.63,1.24,11,No,14,2.43,35.99,54.63,Current State
449,24373,0,24373,0,0,0,Not evaluated,,No,58,69.82,0.6981999999999999,11,Yes,14,2.56,36.33,69.82,Current State
450,77194,0,0,0,0,0,Not evaluated,2019-01-29T23:36:40,No,58,63.08,0.6308,11,No,14,2.36,38.02,63.08,Current State
451,11908,11908,0,11908,0,87,Low,2019-01-31T05:17:49,No,58,64.89,1.12,11,Yes,14,2.32,35.67,64.89,Current State
452,17917,17917,0,17917,0,67,Medium,2019-01-30T22:00:21,No,58,58.28,0.92,11,Yes,14,2.85,35.41,58.28,Current State
453,48227,48227,0,48227,0,92,Low,2019-02-14T21:38:39,No,58,59.76,0.5976,11,Yes,14,2.19,37.39,59.76,Current State
454,52529,52529,0,52529,0,89,Low,2019-01-30T16:03:47,No,58,64,0.5473,11,No,14,2.30,36.21,54.73,Current State
455,14613,14613,0,14613,14613,0,Not evaluated,2019-02-03T17:08:52,No,58,58,0.56,11,Yes,14,2.62,36.66,61.84,Current State
456,30681,30681,0,30681,0,81,Low,2019-01-31T02:16:31,No,58,63,1.06,11,Yes,14,2.29,36.25,59.08,Current State
457,28695,28695,0,28695,0,70,Medium,2019-02-04T18:16:09,No,58,62,0.95,11,Yes,14,2.79,36.47,59.51,Current State
458,45117,45117,0,45117,45117,77,Low,2019-02-06T19:53:33,No,58,51.26,1.02,11,Yes,14,2.63,36.93,51.26,Current State
459,56332,56332,0,56332,0,83,Low,2019-01-30T20:11:58,No,58,60.61,1.08,11,Yes,14,2.42,36.86,60.61,Current State
460,44123,0,44123,0,0,0,Not evaluated,,No,58,55.28,1.12,11,No,14,2.59,35.69,55.28,Current State
461,55211,55211,0,55211,0,46,Medium,2019-01-31T11:55:39,No,58,60,0.71,11,Yes,14,2.57,38.15,71.56,Current State
462,105176,0,0,0,0,9,High,2019-01-31T08:30:00,No,58,51.06,0.34,11,Yes,14,2.47,36.43,51.06,Current State
463,89508,89508,0,89508,89508,13,High,2019-01-31T21:45:06,No,58,61.23,0.38,11,Yes,14,2.35,36.92,61.23,Current State
464,119123,119123,0,119123,0,99,Low,2019-02-01T23:11:06,No,58,65,0.5841,11,No,14,2.69,37.63,58.41,Current State
465,14873,0,0,0,0,0,Not evaluated,2019-01-30T12:35:43,No,58,65,0.5435,11,No,14,2.61,36.76,54.35,Current State
466,118140,118140,0,118140,118140,0,Not evaluated,2019-01-30T07:51:42,No,58,60,0.6175,11,Yes,14,2.41,36.89,61.75,Current State
467,16036,16036,0,16036,0,60,Medium,2019-01-31T21:56:51,No,58,61,0.6573,11,Yes,14,2.35,35.42,65.73,Current State
468,50766,50766,0,50766,0,89,Low,2019-01-31T13:44:19,No,58,59.55,1.14,11,Yes,14,2.20,35.34,59.55,Current State
469,23147,23147,0,23147,23147,75,Low,2019-01-31T09:23:23,Yes,58,71.40,0.7140000000000001,11,Yes,14,2.69,37.19,71.40,Current State
470,10958,10958,0,10958,10958,50,Medium,2019-02-01T02:35:54,No,58,60,0.7467,11,Yes,14,2.85,38.26,74.67,Current State
471,102736,0,102736,0,0,0,Not evaluated,,No,58,57.13,0.5713,11,No,14,2.78,37.15,57.13,Current State
472,40377,40377,0,40377,40377,80,Low,2019-02-04T07:31:30,No,58,63,1.05,11,Yes,14,2.17,35.48,59.14,Current State
473,15512,15512,0,15512,15512,84,Low,2019-02-17T05:33:22,Yes,58,63,0.84,11,Yes,14,2.24,34.99,84.00,Current State
474,84892,0,0,0,0,66,Medium,2019-02-02T23:12:45,No,58,82.64,0.8264,11,Yes,14,2.20,36.92,82.64,Current State
475,27884,27884,0,27884,0,60,Medium,2019-02-03T08:50:30,No,58,61,0.6012,11,Yes,14,2.84,38.46,60.12,Current State
476,75973,75973,0,75973,75973,54,Medium,2019-02-01T04:11:14,No,58,60,0.79,11,Yes,14,2.56,37.25,75.78,Current State
477,28210,28210,0,28210,0,94,Low,2019-01-31T20:09:18,No,58,60.09,1.19,11,Yes,14,2.63,36.98,60.09,Current State
478,50436,50436,0,50436,0,75,Low,2019-02-14T07:07:31,No,58,56.47,1.00,11,No,14,2.54,38.51,56.47,Current State
479,100019,100019,0,100019,0,92,Low,2019-02-02T21:21:59,No,58,64,0.7662,11,No,14,2.71,36.46,76.62,Current State
480,41918,41918,0,41918,0,79,Low,2019-02-01T03:48:51,No,58,65.16,1.04,11,No,14,2.40,37.82,65.16,Current State
481,14042,14042,0,14042,0,66,Medium,2019-02-01T15:53:01,No,58,62,0.91,11,Yes,14,2.45,36.14,58.08,Current State
482,16328,0,0,0,0,0,Not evaluated,2019-02-13T15:19:15,No,58,83.83,0.36,11,No,14,2.86,37.21,83.83,Current State
483,112290,112290,0,112290,0,6,High,2019-02-01T18:56:36,No,58,56,0.31,11,No,14,2.38,38.22,53.44,Current State
484,39836,0,0,0,0,0,Not evaluated,2019-01-30T22:12:24,No,58,61,0.82,11,No,14,2.30,36.41,73.20,Current State
485,100170,100170,0,100170,100170,36,Medium,2019-02-04T05:18:49,No,58,59,0.5524,11,No,14,2.33,37.63,55.24,Current State
486,110249,110249,0,110249,0,77,Low,2019-02-03T10:30:36,No,58,63,1.02,11,Yes,14,2.38,38.07,67.78,Current State
487,24777,0,0,0,0,0,Not evaluated,2019-02-17T03:19:00,No,58,61.80,1.06,11,No,14,2.66,36.40,61.80,Current State
488,69943,0,0,0,0,40,Medium,2019-02-01T05:52:38,No,58,59,0.65,11,Yes,14,2.11,36.79,70.87,Current State
489,52580,52580,0,52580,52580,12,High,2019-02-02T01:44:13,No,58,56,0.37,11,Yes,14,2.47,36.16,71.65,Current State
490,34601,34601,0,34601,0,93,Low,2019-02-01T07:08:19,No,58,64.84,0.6484000000000001,11,Yes,14,2.73,36.12,64.84,Current State
491,84854,84854,0,84854,0,98,Low,2019-02-01T12:05:37,No,58,65,1.23,11,Yes,14,2.52,35.59,66.00,Current State
492,25090,25090,0,25090,0,5,High,2019-02-04T16:41:44,No,58,80.46,0.30,11,Yes,14,2.81,37.42,80.46,Current State
493,64512,64512,0,64512,64512,0,Not evaluated,2019-02-02T13:17:35,No,58,64,1.13,11,Yes,14,2.31,37.41,54.65,Current State
494,95395,95395,0,95395,0,98,Low,2019-02-01T20:06:00,No,58,68.98,1.23,11,Yes,14,2.49,36.80,68.98,Current State
495,55578,55578,0,55578,0,85,Low,2019-02-01T23:19:30,No,58,64,1.10,11,Yes,14,2.41,37.49,62.02,Current State
496,103532,0,103532,0,0,0,Not evaluated,,No,58,62,0.6355,11,Yes,14,2.38,37.33,63.55,Current State
497,57350,57350,0,57350,0,62,Medium,2019-02-06T15:25:54,No,58,61,0.87,11,Yes,14,2.42,36.63,59.84,Current State
498,36527,0,0,0,0,0,Not evaluated,2019-03-05T21:44:49,No,58,63,0.6231,11,No,14,2.55,35.34,62.31,Current State
499,101125,101125,0,101125,0,84,Low,2019-02-01T18:28:37,No,58,63,1.09,11,Yes,14,2.48,37.50,62.59,Current State
500,11739,11739,0,11739,0,79,Low,2019-02-02T02:50:36,No,58,73.11,0.7311,11,Yes,14,2.64,37.08,73.11,Current State
501,51270,0,0,0,0,72,Medium,2019-02-01T19:22:52,No,58,62,0.5710999999999999,11,Yes,14,2.23,35.23,57.11,Current State
502,91899,91899,0,91899,0,81,Low,2019-02-06T16:20:43,No,58,63,0.7016,11,Yes,14,2.59,35.99,70.16,Current State
503,31537,31537,0,31537,0,85,Low,2019-02-19T23:12:07,No,58,76.39,1.10,11,Yes,14,2.56,36.63,76.39,Current State
504,115656,0,115656,0,0,0,Not evaluated,,No,58,59,0.63,11,Yes,14,2.80,37.74,58.65,Current State
505,84939,84939,0,84939,0,58,Medium,2019-02-06T20:00:29,No,58,62.75,0.6275,11,Yes,14,2.58,36.96,62.75,Current State
506,54177,0,54177,0,0,0,Not evaluated,,No,58,67.97,0.6797,11,Yes,14,2.24,36.44,67.97,Current State
507,90954,90954,0,90954,0,58,Medium,2019-02-04T10:07:54,No,58,61,0.83,11,No,14,2.63,36.99,61.08,Current State
508,19908,19908,0,19908,0,39,Medium,2019-02-02T18:24:22,No,58,59,0.575,11,No,14,2.46,36.84,57.50,Current State
509,63102,63102,0,63102,0,79,Low,2019-02-02T10:18:09,No,58,63,0.6285000000000001,11,Yes,14,2.62,37.76,62.85,Current State
510,58625,58625,0,58625,0,61,Medium,2019-02-02T09:29:50,No,58,61,0.7404000000000001,11,Yes,14,2.40,36.42,74.04,Current State
511,58765,58765,0,58765,0,8,High,2019-02-03T02:13:52,No,58,55.96,0.5596,11,No,14,2.09,36.71,55.96,Current State
512,77291,0,77291,0,0,0,Not evaluated,,No,58,64,1.10,11,Yes,14,2.29,37.56,69.17,Current State
513,82774,82774,0,82774,0,39,Medium,2019-02-02T21:25:37,No,58,59,0.6809000000000001,11,Yes,14,2.64,36.84,68.09,Current State
514,76962,76962,0,76962,76962,74,Medium,2019-02-07T13:06:10,No,58,54.69,0.5468999999999999,11,Yes,14,2.19,35.69,54.69,Current State
515,42711,0,0,0,0,14,High,2019-02-03T02:42:48,No,58,56,0.39,11,No,14,2.67,37.28,57.32,Current State
516,79008,79008,0,79008,0,24,High,2019-02-03T15:50:40,No,58,57,0.49,11,Yes,14,2.22,36.80,61.60,Current State
517,74246,74246,0,74246,0,74,Medium,2019-02-05T21:13:45,No,58,62,0.5568,11,Yes,14,2.67,36.90,55.68,Current State
518,52354,52354,0,52354,0,86,Low,2019-02-02T16:57:20,No,58,64,1.11,11,No,14,2.73,37.97,63.45,Current State
519,111138,111138,0,111138,0,30,High,2019-02-05T08:35:16,No,58,58,0.55,11,Yes,14,2.48,35.40,59.82,Current State
520,43337,0,43337,0,0,0,Not evaluated,,No,58,56,0.8023,11,Yes,14,2.41,38.13,80.23,Current State
521,17823,17823,0,17823,17823,10,High,2019-02-08T10:43:48,No,58,56,0.6978,11,Yes,14,2.64,35.58,69.78,Current State
522,118526,118526,0,118526,0,88,Low,2019-02-05T21:54:09,No,58,64,1.13,11,Yes,14,2.60,37.05,75.33,Current State
523,72000,72000,0,72000,72000,26,High,2019-02-08T21:09:03,No,58,54.34,0.51,11,Yes,14,2.39,37.25,54.34,Current State
524,36070,36070,0,36070,0,89,Low,2019-02-03T03:58:01,No,58,64,0.7131000000000001,11,Yes,14,2.49,37.31,71.31,Current State
525,84167,0,0,0,0,0,Not evaluated,2019-02-02T08:21:32,No,58,65,1.23,11,Yes,14,2.40,38.20,63.69,Current State
526,68506,0,0,0,0,0,Not evaluated,2019-02-02T15:38:16,No,58,59.74,0.5974,11,No,14,2.26,36.72,59.74,Current State
527,97690,97690,0,97690,0,84,Low,2019-02-03T10:44:00,No,58,63,0.6378,11,Yes,14,2.26,37.99,63.78,Current State
528,48775,0,0,0,0,0,Not evaluated,2019-02-02T21:27:11,No,58,64.78,0.6478,11,Yes,14,2.58,35.85,64.78,Current State
529,100113,0,0,0,0,0,Not evaluated,2019-02-02T06:01:11,No,58,54.60,0.30,11,Yes,14,2.60,36.13,54.60,Current State
530,10959,10959,0,10959,0,0,Not evaluated,2019-02-04T17:20:22,No,58,70.93,0.40,11,Yes,14,2.37,35.81,70.93,Current State
531,102269,0,102269,0,0,0,Not evaluated,,No,58,77.96,1.16,11,Yes,14,2.47,35.75,77.96,Current State
532,41341,41341,0,41341,41341,41,Medium,2019-02-06T02:57:08,No,58,59,0.7846,11,Yes,14,2.12,38.11,78.46,Current State
533,19896,19896,0,19896,0,47,Medium,2019-02-18T22:07:22,No,58,60,0.72,11,No,14,3.06,35.10,59.81,Current State
534,22722,22722,0,22722,0,30,High,2019-02-03T19:56:27,No,58,67.32,0.55,11,Yes,14,2.72,37.39,67.32,Current State
535,100668,100668,0,100668,0,74,Medium,2019-02-18T14:01:06,No,58,62,0.99,11,No,14,2.80,36.76,63.66,Current State
536,97207,0,0,0,0,28,High,2019-02-04T14:22:19,No,58,58,0.53,11,Yes,14,2.58,37.12,56.98,Current State
537,26926,0,0,0,0,87,Low,2019-02-03T21:04:15,No,58,64,0.8771,11,Yes,14,2.84,37.35,87.71,Current State
538,74819,74819,0,74819,0,97,Low,2019-02-05T19:27:58,No,58,65,1.22,11,Yes,14,2.60,37.43,68.54,Current State
539,27578,27578,0,27578,0,88,Low,2019-02-04T07:11:12,No,58,64,0.7323000000000001,11,Yes,14,2.54,36.32,73.23,Current State
540,78624,0,78624,0,0,0,Not evaluated,,No,58,65,1.23,11,No,14,2.91,36.82,64.33,Current State
541,115321,115321,0,115321,0,75,Low,2019-02-04T08:09:35,No,58,63,0.5715,11,Yes,14,2.00,36.50,57.15,Current State
542,25327,25327,0,25327,25327,0,Not evaluated,2019-02-03T09:43:47,Yes,58,53.91,0.37,11,Yes,14,2.29,36.57,53.91,Current State
543,108670,108670,0,108670,0,76,Low,2019-02-04T05:37:22,No,58,59.81,0.5981000000000001,11,Yes,14,2.62,36.33,59.81,Current State
544,48903,0,48903,0,0,43,Medium,,No,58,86.82,0.8682,11,Yes,14,2.49,37.80,86.82,Current State
545,22015,22015,0,22015,0,60,Medium,2019-02-04T11:47:35,No,58,56.23,0.5623,11,Yes,14,2.63,36.54,56.23,Current State
546,76423,0,76423,0,0,31,High,,No,58,53.86,0.5386,11,Yes,14,2.51,37.46,53.86,Current State
547,101410,101410,0,101410,0,63,Medium,2019-02-20T01:50:33,No,58,61,0.88,11,No,14,2.19,36.67,61.17,Current State
548,115781,115781,0,115781,115781,12,High,2019-02-07T09:29:37,No,58,61.23,0.6123,11,Yes,14,2.50,37.24,61.23,Current State
549,96895,96895,0,96895,0,79,Low,2019-02-04T20:04:27,No,58,63,1.04,11,Yes,14,2.47,36.64,54.55,Current State
550,88665,0,0,0,0,0,Not evaluated,2019-02-05T18:40:49,No,58,61,0.84,11,Yes,14,2.51,36.13,57.22,Current State
551,34026,34026,0,34026,34026,0,Not evaluated,2019-02-17T05:07:41,No,58,62,0.6881,11,Yes,14,2.50,38.23,68.81,Current State
552,73538,73538,0,73538,0,28,High,2019-02-17T00:28:03,No,58,76.86,0.7686,11,No,14,2.10,37.10,76.86,Current State
553,92060,92060,0,92060,0,88,Low,2019-02-04T22:28:15,No,58,64,1.13,11,Yes,14,2.39,36.69,60.47,Current State
554,96473,96473,0,96473,96473,13,High,2019-02-04T23:13:56,No,58,56,0.5288,11,No,14,2.41,38.23,52.88,Current State
555,120000,120000,0,120000,120000,92,Low,2019-02-04T23:28:05,No,58,69.14,1.17,11,Yes,14,2.72,37.59,69.14,Current State
556,25577,0,0,0,0,74,Medium,2019-02-08T01:17:50,No,58,62,0.99,11,No,14,2.89,37.55,65.20,Current State
557,76326,0,0,0,0,0,Not evaluated,2019-02-04T06:23:37,No,58,63,0.6163000000000001,11,Yes,14,2.60,36.60,61.63,Current State
558,46957,0,46957,0,0,0,Not evaluated,,No,58,58,0.624,11,No,14,2.54,36.95,62.40,Current State
559,71392,71392,0,71392,71392,0,Not evaluated,2019-02-03T22:12:11,No,58,58.00,0.58,11,Yes,14,2.72,36.74,58.00,Current State
560,12182,0,0,0,0,0,Not evaluated,2019-02-17T04:28:18,No,58,66.83,0.6683,11,Yes,14,2.80,37.47,66.83,Current State
561,87699,87699,0,87699,87699,0,Not evaluated,2019-02-03T23:52:05,No,58,63.01,1.00,11,Yes,14,2.32,37.13,63.01,Current State
562,75974,0,75974,0,0,0,Not evaluated,,No,58,74.77,1.04,11,Yes,14,2.49,37.24,74.77,Current State
563,87009,87009,0,87009,0,100,Low,2019-02-05T07:42:53,No,58,65,0.5299,11,Yes,14,2.17,37.16,52.99,Current State
564,25992,25992,0,25992,25992,24,High,2019-02-07T20:08:29,No,58,57,0.49,11,Yes,14,2.68,37.14,67.65,Current State
565,42674,0,0,0,0,0,Not evaluated,2019-02-06T22:25:02,No,58,66.67,0.6667000000000001,11,No,14,2.36,37.52,66.67,Current State
566,71943,71943,0,71943,71943,97,Low,2019-02-05T10:49:03,No,58,65,1.22,11,No,14,2.58,36.24,84.73,Current State
567,41939,41939,0,41939,0,83,Low,2019-02-08T04:18:39,No,58,52.59,0.5259,11,Yes,14,2.48,36.45,52.59,Current State
568,40950,40950,0,40950,40950,85,Low,2019-02-05T13:40:07,No,58,65.14,1.10,11,Yes,14,2.52,36.18,65.14,Current State
569,43669,0,43669,0,0,0,Not evaluated,,No,58,72.85,1.19,11,Yes,14,2.46,37.17,72.85,Current State
570,24313,24313,0,24313,0,0,Not evaluated,2019-02-16T07:56:33,No,58,57.03,0.5703,11,No,14,2.16,36.55,57.03,Current State
571,111333,111333,0,111333,111333,0,Not evaluated,2019-02-04T17:53:10,No,58,82.33,1.01,11,No,14,2.55,35.53,82.33,Current State
572,111729,111729,0,111729,111729,15,High,2019-02-06T16:35:03,No,58,61.12,0.40,11,Yes,14,2.50,37.55,61.12,Current State
573,86293,86293,0,86293,0,77,Low,2019-02-17T16:09:06,No,58,63,0.562,11,Yes,14,2.52,36.74,56.20,Current State
574,69301,69301,0,69301,0,50,Medium,2019-02-06T03:52:57,No,58,54.87,0.5487,11,Yes,14,2.48,38.05,54.87,Current State
575,100555,100555,0,100555,100555,40,Medium,2019-02-05T22:37:51,No,58,59,0.65,11,Yes,14,2.59,38.62,61.72,Current State
576,108633,108633,0,108633,108633,76,Low,2019-02-05T16:17:10,No,58,75.39,0.7539,11,Yes,14,2.78,37.35,75.39,Current State
577,48449,0,0,0,0,0,Not evaluated,2019-02-10T00:07:20,No,58,62,0.7015,11,Yes,14,2.44,37.51,70.15,Current State
578,50892,50892,0,50892,50892,0,Not evaluated,2019-02-04T14:39:05,No,58,59,0.66,11,Yes,14,2.13,37.13,56.90,Current State
579,105099,105099,0,105099,0,78,Low,2019-02-19T10:36:14,No,58,63.24,1.03,11,No,14,2.57,37.06,63.24,Current State
580,40629,40629,0,40629,0,81,Low,2019-02-09T04:36:27,No,58,56.92,0.5692,11,No,14,2.20,36.49,56.92,Current State
581,34739,34739,0,34739,34739,7,High,2019-02-17T02:02:48,No,58,56,0.32,11,No,14,2.53,36.55,70.43,Current State
582,13775,13775,0,13775,0,82,Low,2019-02-06T08:33:12,No,58,60.88,1.07,11,Yes,14,2.15,36.74,60.88,Current State
583,11130,0,0,0,0,0,Not evaluated,2019-02-05T01:26:38,No,58,63,1.06,11,No,14,2.84,37.30,62.80,Current State
584,87332,87332,0,87332,0,45,Medium,2019-02-06T16:04:09,No,58,60.64,0.70,11,Yes,14,2.23,36.33,60.64,Current State
585,59810,0,0,0,0,38,Medium,2019-02-09T16:18:17,No,58,59,0.7559999999999999,11,Yes,14,2.49,36.83,75.60,Current State
586,67775,0,0,0,0,0,Not evaluated,2019-02-05T08:12:53,No,58,64,1.17,11,Yes,14,2.32,37.54,80.09,Current State
587,104364,104364,0,104364,0,84,Low,2019-02-06T13:20:06,No,58,63,1.09,11,No,14,2.49,36.50,60.51,Current State
588,41027,41027,0,41027,0,84,Low,2019-02-06T13:04:51,No,58,63,0.6164999999999999,11,Yes,14,2.47,37.71,61.65,Current State
589,71793,71793,0,71793,0,98,Low,2019-02-06T11:12:18,No,58,65,0.5640999999999999,11,No,14,2.47,36.98,56.41,Current State
590,98863,98863,0,98863,98863,10,High,2019-02-06T15:03:38,No,58,65.27,0.6527,11,Yes,14,2.45,36.59,65.27,Current State
591,95147,0,0,0,0,0,Not evaluated,2019-02-10T11:49:58,No,58,68.05,0.6805,11,No,14,2.41,37.55,68.05,Current State
592,24039,0,0,0,0,52,Medium,2019-02-07T02:10:33,No,58,60,0.77,11,Yes,14,2.61,35.82,80.61,Current State
593,23834,23834,0,23834,0,85,Low,2019-02-20T08:15:17,No,58,62.79,0.6279,11,No,14,2.45,36.83,62.79,Current State
594,107320,107320,0,107320,0,39,Medium,2019-02-06T23:11:35,No,58,59,0.5532,11,Yes,14,2.18,36.73,55.32,Current State
595,113715,113715,0,113715,0,0,Not evaluated,2019-02-05T11:12:55,No,58,71.16,0.7116,11,Yes,14,2.41,36.03,71.16,Current State
596,35098,35098,0,35098,0,85,Low,2019-02-06T23:47:37,No,58,64,0.8331999999999999,11,Yes,14,2.37,37.59,83.32,Current State
597,81436,81436,0,81436,0,8,High,2019-02-07T22:19:23,No,58,56,0.5595,11,Yes,14,2.69,36.06,55.95,Current State
598,16386,16386,0,16386,0,57,Medium,2019-02-06T23:42:58,No,58,51.75,0.82,11,Yes,14,2.46,35.81,51.75,Current State
599,86830,86830,0,86830,86830,59,Medium,2019-02-07T15:09:39,No,58,61,0.6837000000000001,11,Yes,14,2.23,36.62,68.37,Current State
600,74885,74885,0,74885,74885,0,Not evaluated,2019-02-10T22:07:37,No,58,64,0.6015999999999999,11,Yes,14,2.47,37.20,60.16,Current State
601,66767,0,0,0,0,0,Not evaluated,2019-02-06T00:08:31,No,58,60,0.75,11,Yes,14,1.94,36.75,68.96,Current State
602,73619,73619,0,73619,73619,0,Not evaluated,2019-02-06T07:02:11,No,58,63,1.03,11,Yes,14,2.54,34.89,68.80,Current State
603,19664,19664,0,19664,0,85,Low,2019-02-07T07:42:06,No,58,64,1.10,11,No,14,2.37,37.26,65.11,Current State
604,25481,25481,0,25481,0,52,Medium,2019-02-07T06:25:19,No,58,86.02,0.8602,11,Yes,14,2.63,36.73,86.02,Current State
605,79983,79983,0,79983,79983,83,Low,2019-02-07T12:13:36,Yes,58,70.06,0.7006,11,Yes,14,2.24,36.73,70.06,Current State
